country,year,industry,service,gdp
KOR,2020,24.6462264496937,69.9825667659051,33215.9298928108
KOR,2021,24.6038800147514,70.0491246502855,34792.9397214598
KOR,2022,24.4572753776052,70.1109264373538,35809.0138105144
KOR,2023,23.9914232241802,70.684251824038,36347.7036392553
KOR,2024,23.6590890618115,71.1441056814925,37048.4264001496
MEX,1995,20.2571116341174,56.1940575690069,7970.64038496182
MEX,1996,21.3226804442834,56.702053794278,8320.65295694833
MEX,1997,21.0598183324557,55.4652270554875,8770.84481553539
MEX,1998,23.3016847836168,57.2754311097886,9161.89527783381
MEX,1999,23.99118997731,55.6744227073857,9264.97729259968
MEX,2000,25.3492095908114,57.1263586746752,9581.96970210753
MEX,2001,24.3945888438655,58.0298138934693,9398.35074355724
MEX,2002,24.1829435585953,58.524451807075,9242.27886130016
MEX,2003,23.9296115497524,59.6540288330321,9221.99666693097
MEX,2004,24.0285636206301,60.4064197810211,9421.28975988024
MEX,2005,23.8647298413668,60.8725335733574,9491.51730225718
MEX,2006,23.975474971969,61.4293226523743,9813.8280424425
MEX,2007,23.8138673336557,61.8643812974126,9877.69532644737
MEX,2008,23.3015759848367,62.4657907751448,9826.3421836048
MEX,2009,22.3229157911009,63.3540591427236,9074.1188145564
MEX,2010,22.8498509292037,62.7000618091476,9389.06722084275
MEX,2011,22.8790041277252,63.0754572070183,9575.93437788582
MEX,2012,22.7376937009425,63.1650072467238,9782.51776305354
MEX,2013,23.075612081066,62.9087402606413,9738.71059803658
MEX,2014,23.5190521269727,62.3588932146471,9862.48125444199
MEX,2015,23.8165576943265,62.4046930758004,10021.2386118827
MEX,2016,24.2217315993296,62.3368592638773,10100.5021214015
MEX,2017,24.5597068589505,61.9539894650594,10193.7727193457
MEX,2018,24.6869937272567,62.1152945857021,10296.8690928534
MEX,2019,24.3069433097959,62.8021706856786,10159.4448364319
MEX,2020,24.4085247331538,62.4738617605553,9234.64362317923
MEX,2021,24.4649126235191,62.2232668299208,9728.05680032556
MEX,2022,24.97213923646,62.3783104933543,10013.2479236143
MEX,2023,25.0311265830107,63.0041249209599,10259.1766616403
MEX,2024,24.69599770817,63.6981717471195,10316.4611902215
NLD,1995,23.3528538220019,72.8182622830118,33916.5007865382
NLD,1996,23.160336141111,73.0591731648675,34915.1715894675
NLD,1997,22.8805311964178,73.4138627391867,36211.6492887576
NLD,1998,22.7557753763647,73.7546081751886,37661.7337325878
NLD,1999,22.3279944245107,74.4611075712308,39298.7334353319
NLD,2000,21.574588065849,75.1425144728595,40665.338169599
NLD,2001,21.5711645418867,75.3067445533386,41297.3198832208
NLD,2002,20.9790908174699,76.0845440066841,41135.4190736263
NLD,2003,19.9130382781597,77.0463318439118,40981.8477039972
NLD,2004,20.0799270914081,76.6070850763189,41663.1477772692
NLD,2005,21.0393594649267,75.2592903899244,42411.3453838518
NLD,2006,20.488425774353,76.1723182749517,43841.1223404104
NLD,2007,19.7700103763774,77.0150678307635,45445.522872349
NLD,2008,19.3193758792133,77.9600583478316,46227.211156219
NLD,2009,18.2980008868735,78.6995334224767,44304.4119317351
NLD,2010,17.7037463060947,79.526412975662,44659.272839058
NLD,2011,16.8386166020651,80.4353094842459,45239.7318887962
NLD,2012,17.4917060460212,79.8511378015099,44631.8745388789
NLD,2013,16.6916352191509,81.121661554113,44487.03063469
NLD,2014,16.0389858395593,81.6649184641095,45042.0669545832
NLD,2015,16.4736572245656,81.2899036410405,45793.8135434697
NLD,2016,16.108550312849,81.6988780299136,46655.0363382039
NLD,2017,16.5827943051282,81.192484139684,47670.1057253297
NLD,2018,16.0815177889983,81.8625434997393,48463.0299739951
NLD,2019,15.9324443540451,82.0574187059669,49254.0158854264
NLD,2020,15.6766299397941,82.2729995280748,47086.5804192702
NLD,2021,14.0985962700882,83.7545060579366,49780.8440526836
NLD,2022,14.2719050370143,83.8828279289279,51777.5431588864
NLD,2023,14.3319176387723,83.855356988618,50960.7745021066
NLD,2024,14.0210093089947,84.2327132404915,51178.5256968147
SGP,1995,31.4685274307771,68.291043677338,30379.8991144598
SGP,1996,30.2465413999587,69.5589785945351,31349.3171805131
SGP,1997,29.6893923480092,70.1216030124559,32835.2518506082
SGP,1998,28.6445487214307,71.1690935513774,31043.108180076
SGP,1999,27.8637623436735,71.9544918537771,32557.0469904063
SGP,2000,27.2936524788657,72.5293999586961,34890.0811365168
SGP,2001,26.1579418912341,73.6683171036157,33597.8690808226
SGP,2002,25.3898895923073,74.4406627759344,34598.8267483781
SGP,2003,24.7853056910869,75.0500491992614,36709.7965038255
SGP,2004,24.4105337316422,75.4297174926108,39856.6356222613
SGP,2005,23.8829547994382,75.9618789556125,41798.4880834671
SGP,2006,23.2978195732057,76.5515238251608,44159.4101820552
SGP,2007,23.5900670030987,76.2634779120522,46178.8139470199
SGP,2008,23.7296729675265,76.1280157844467,44601.5799302699
SGP,2009,22.5931839263459,77.2677900003458,43331.8746638962
SGP,2010,21.7235824788031,78.1407627632661,48752.0515441859
SGP,2011,20.7412116291523,79.1263279724991,50713.5326393594
SGP,2012,20.3739028359523,79.496505082304,51679.352717333
SGP,2013,19.6854897667412,80.1876788946683,53298.9728558286
SGP,2014,17.5887805852729,82.2871590690726,54681.9336458253
SGP,2015,17.2904642702552,82.5880760696893,55645.6068614606
SGP,2016,16.1568033087095,83.7242174321277,56986.7853102911
SGP,2017,15.8830026161212,83.9999197887359,59485.3015873921
SGP,2018,16.0388461549063,83.8460645620865,61250.3476672302
SGP,2019,14.9655328914049,84.9214552678997,61345.5291820062
SGP,2020,14.8295407728436,85.0622965416227,59189.70385743
SGP,2021,14.4449638584304,85.447258585431,67731.2610711717
SGP,2022,14.5645681583865,85.3444494774124,68218.805333562
SGP,2023,13.8432992197459,86.0771205942299,66167.3596303607
SGP,2024,14.1625578109794,85.7394584559933,67706.8336149739
TUR,1995,22.8801088517615,34.5396764798313,5577.82539654281
TUR,1996,23.5102702736249,34.3266766457704,5887.67309798528
TUR,1997,24.781536770091,35.046111110129,6230.18622126407
TUR,1998,24.4169894885646,36.0659131001166,6261.28870069222
TUR,1999,24.1843825594786,37.6368622052173,5989.55700860592
TUR,2000,26.2681751143831,39.1691210135787,6326.25746472488
TUR,2001,24.9818138839444,38.8956330228732,5906.92348536699
TUR,2002,25.3413565064741,41.1581862598618,6211.70542960394
TUR,2003,25.0508373590589,42.4507173635158,6496.07277294612
TUR,2004,27.2793407626019,44.9654919129034,7061.62219794984
TUR,2005,28.7768518642608,46.8205265806255,7623.14640948457
TUR,2006,29.213227576963,47.9971667964894,8078.5153787571
TUR,2007,29.1970888257755,48.5615921023594,8477.53328393352
TUR,2008,29.2665200496327,48.2922734358337,8447.93976396947
TUR,2009,27.710364093047,50.4980929308769,7925.30110421185
TUR,2010,28.6990495125983,48.8084234551382,8472.57809050119
TUR,2011,28.9650366794661,48.113242934227,9265.85910238578
TUR,2012,28.5007782275892,49.1484126619667,9588.32066531438
TUR,2013,28.8625238348854,49.4079602306569,10269.4489140773
TUR,2014,28.9211378228255,49.8563381497761,10597.9801881716
TUR,2015,28.2848566246646,51.1649146782078,11064.6494504662
TUR,2016,27.8341440772129,52.5147859531733,11279.6169531569
TUR,2017,27.590605625973,52.8757257995552,12005.6459824832
TUR,2018,27.7472550076012,53.6652229439553,12255.0082146169
TUR,2019,26.3899076640693,55.3302838988809,12238.2950220128
TUR,2020,27.3412119404712,54.9412870858126,12338.643833135
TUR,2021,27.5652955589248,55.2686306061318,13670.938029516
TUR,2022,27.7083224176469,56.6236043226678,14273.5747654873
TUR,2023,27.5933277392277,57.7639762862523,14932.8851363122
TUR,2024,27.3689972281004,58.0799462166807,15395.0278894893
USA,1995,23.3599589520439,73.724263953029,41507.9135604158
USA,1996,23.2383477288001,73.885491655808,42575.6896936773
USA,1997,23.2914365488552,73.9313866892598,43936.9050018073
USA,1998,23.0736932374096,74.2136867716116,45374.6215189233
USA,1999,22.6476588774035,74.7506529023359,47004.469017723
USA,2000,22.6696814582688,74.9337628689955,48379.7551705781
USA,2001,22.4697538277737,75.2925454391064,48361.0167607073
USA,2002,22.3459708523018,75.5747928988054,48729.1586442625
USA,2003,22.2872763085885,75.785718093051,49662.7520549839
USA,2004,22.2493042173759,75.8851332377365,51098.5573007417
USA,2005,22.131757184111,76.066494367741,52393.4513113092
USA,2006,22.2306233143871,75.9946618722503,53335.5896950225
USA,2007,22.0203748051062,76.3029810018474,53889.3964951775
USA,2008,21.3502704279058,76.9321577342298,53442.7136899777
USA,2009,19.8872717103055,78.3806586965558,51611.3217087719
USA,2010,19.4896699994272,78.6583650732479,52555.7695134023
USA,2011,19.5605716592392,78.5679642618167,52956.6630340962
USA,2012,19.5790234623623,78.6183249587623,53738.1476714593
USA,2013,19.8032434024193,78.4672386465152,54462.6252412407
USA,2014,19.8362096579529,78.3945970965234,55394.4510435329
USA,2015,19.678506704267,78.4249562193854,56572.9188996063
USA,2016,19.6004288978866,78.5031793161537,57151.4708448372
USA,2017,19.5555626898736,78.5619258229225,58151.7021391854
USA,2018,19.7028367872634,78.4780350193183,59526.665698712
USA,2019,19.7528962033625,78.4587894445038,60750.9898621637
USA,2020,19.4184044990188,78.8351929532077,59194.6665172031
USA,2021,19.183666430817,79.1539306226998,62680.2503585805
USA,2022,19.2767779678998,79.1026785021045,63886.1317069841
USA,2023,19.3356581942933,79.0947316958393,65186.5977244157
USA,2024,19.0437070998445,79.3873005029237,66356.1706750101
